Word,Australia and New Zealand,Central Asia,Eastern Asia,Eastern Europe,Latin America and the Caribbean,Melanesia,Micronesia,Northern Africa,Northern America,Northern Europe,Polynesia,South-eastern Asia,Southern Asia,Southern Europe,Sub-Saharan Africa,Western Asia,Western Europe,global_freq
special,51.0,24.0,44.0,47.0,339.0,29.0,59.0,16.0,38.0,76.0,61.0,111.0,61.0,63.0,275.0,77.0,45.0,1416.0
spend,268.0,138.0,251.0,373.0,2057.0,117.0,189.0,207.0,300.0,425.0,343.0,320.0,326.0,510.0,1437.0,641.0,357.0,8259.0
spice,5.0,83.0,10.0,6.0,527.0,1.0,0.0,157.0,3.0,8.0,4.0,36.0,84.0,17.0,433.0,316.0,2.0,1692.0
spill,5.0,10.0,21.0,27.0,165.0,8.0,11.0,14.0,17.0,33.0,13.0,21.0,24.0,29.0,97.0,27.0,34.0,556.0
spin,13.0,23.0,20.0,34.0,147.0,9.0,12.0,25.0,17.0,75.0,20.0,24.0,32.0,51.0,160.0,44.0,25.0,731.0
spine,36.0,40.0,68.0,123.0,366.0,35.0,40.0,47.0,63.0,244.0,54.0,62.0,50.0,165.0,326.0,94.0,93.0,1906.0
spirit,826.0,1473.0,1929.0,2254.0,11611.0,2645.0,2308.0,1195.0,678.0,3403.0,3112.0,2876.0,1707.0,2768.0,13774.0,2559.0,640.0,55758.0
spirited,39.0,60.0,53.0,82.0,525.0,58.0,72.0,83.0,34.0,96.0,122.0,93.0,88.0,100.0,546.0,206.0,32.0,2289.0
spirits,0.0,7.0,10.0,19.0,46.0,18.0,34.0,2.0,0.0,10.0,26.0,9.0,5.0,5.0,84.0,3.0,0.0,278.0
splash,6.0,4.0,8.0,10.0,133.0,19.0,32.0,9.0,6.0,9.0,36.0,22.0,24.0,36.0,147.0,19.0,13.0,533.0
spot,103.0,69.0,125.0,119.0,869.0,75.0,139.0,85.0,132.0,151.0,192.0,123.0,126.0,172.0,554.0,242.0,140.0,3416.0
sprawl,45.0,42.0,24.0,55.0,299.0,30.0,6.0,32.0,37.0,68.0,30.0,74.0,82.0,48.0,557.0,139.0,22.0,1590.0
spread,66.0,68.0,166.0,177.0,921.0,87.0,122.0,151.0,80.0,186.0,162.0,192.0,184.0,218.0,982.0,365.0,77.0,4204.0
spring,33.0,51.0,135.0,163.0,115.0,16.0,12.0,30.0,52.0,143.0,6.0,38.0,53.0,137.0,206.0,129.0,53.0,1372.0
square,31.0,62.0,91.0,224.0,591.0,19.0,28.0,94.0,84.0,121.0,49.0,94.0,114.0,226.0,568.0,286.0,108.0,2790.0
stage,31.0,25.0,62.0,52.0,703.0,17.0,51.0,47.0,29.0,20.0,61.0,68.0,75.0,61.0,548.0,113.0,81.0,2044.0
stake,14.0,1.0,9.0,10.0,85.0,5.0,8.0,10.0,8.0,11.0,9.0,10.0,8.0,12.0,45.0,12.0,29.0,286.0
stalk,0.0,1.0,100.0,3.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,142.0,6.0,1.0,10.0,1.0,1.0,275.0
stall,33.0,32.0,68.0,43.0,515.0,4.0,22.0,59.0,41.0,14.0,18.0,306.0,108.0,55.0,493.0,188.0,40.0,2039.0
stammer,4.0,3.0,26.0,41.0,79.0,14.0,4.0,15.0,12.0,63.0,15.0,22.0,8.0,41.0,75.0,20.0,13.0,455.0
stand,829.0,559.0,1104.0,1656.0,6942.0,696.0,946.0,1086.0,765.0,2198.0,1293.0,1270.0,1284.0,2079.0,7640.0,3029.0,1014.0,34390.0
star,287.0,363.0,252.0,355.0,1778.0,257.0,658.0,587.0,168.0,444.0,1096.0,303.0,386.0,516.0,2570.0,1137.0,174.0,11331.0
stare,25.0,13.0,40.0,40.0,196.0,15.0,40.0,30.0,42.0,34.0,55.0,23.0,32.0,42.0,175.0,48.0,16.0,866.0
stark,22.0,16.0,47.0,31.0,177.0,8.0,18.0,53.0,45.0,55.0,19.0,23.0,51.0,26.0,184.0,122.0,34.0,931.0
starlit,11.0,30.0,7.0,22.0,101.0,9.0,23.0,27.0,6.0,14.0,29.0,25.0,28.0,37.0,140.0,70.0,10.0,589.0
start,81.0,29.0,86.0,56.0,495.0,36.0,72.0,31.0,84.0,46.0,80.0,91.0,95.0,58.0,537.0,140.0,44.0,2061.0
startle,17.0,35.0,47.0,103.0,221.0,32.0,40.0,38.0,18.0,129.0,52.0,93.0,47.0,112.0,307.0,79.0,30.0,1400.0
state,7.0,3.0,61.0,9.0,44.0,3.0,12.0,14.0,6.0,16.0,5.0,26.0,10.0,36.0,62.0,20.0,29.0,363.0
station,48.0,0.0,41.0,85.0,43.0,1.0,0.0,0.0,112.0,54.0,0.0,15.0,49.0,24.0,30.0,8.0,97.0,607.0
statue,0.0,3.0,48.0,12.0,66.0,13.0,12.0,18.0,1.0,9.0,8.0,54.0,20.0,39.0,55.0,10.0,10.0,378.0
stay,87.0,33.0,87.0,117.0,544.0,31.0,44.0,82.0,78.0,100.0,99.0,71.0,115.0,99.0,321.0,253.0,70.0,2231.0
steadfast,5.0,10.0,11.0,9.0,85.0,9.0,17.0,15.0,7.0,18.0,16.0,10.0,16.0,28.0,94.0,51.0,11.0,412.0
steady,116.0,87.0,151.0,210.0,1042.0,121.0,166.0,203.0,116.0,303.0,297.0,185.0,208.0,267.0,1377.0,418.0,106.0,5373.0
steal,4.0,2.0,18.0,15.0,42.0,3.0,1.0,12.0,6.0,18.0,8.0,3.0,13.0,22.0,56.0,26.0,31.0,280.0
steep,42.0,116.0,53.0,88.0,356.0,77.0,35.0,33.0,27.0,144.0,78.0,64.0,90.0,230.0,336.0,126.0,60.0,1955.0
step,392.0,337.0,565.0,839.0,3337.0,321.0,307.0,489.0,377.0,1085.0,488.0,528.0,529.0,1017.0,3075.0,908.0,530.0,15124.0
steppe,0.0,649.0,600.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1256.0
steward,12.0,4.0,4.0,8.0,83.0,17.0,40.0,3.0,11.0,18.0,30.0,10.0,10.0,6.0,64.0,8.0,2.0,330.0
stillness,24.0,23.0,25.0,54.0,128.0,17.0,15.0,39.0,22.0,89.0,25.0,32.0,21.0,66.0,151.0,57.0,28.0,816.0
stir,30.0,19.0,49.0,69.0,290.0,43.0,36.0,52.0,26.0,107.0,54.0,51.0,55.0,68.0,323.0,89.0,27.0,1388.0
stirring,7.0,16.0,10.0,18.0,68.0,18.0,17.0,15.0,10.0,24.0,18.0,11.0,16.0,22.0,105.0,31.0,9.0,415.0
stitch,3.0,6.0,8.0,11.0,53.0,0.0,3.0,6.0,3.0,5.0,10.0,6.0,48.0,12.0,62.0,42.0,7.0,285.0
stomach,12.0,2.0,8.0,12.0,135.0,10.0,15.0,12.0,16.0,16.0,16.0,16.0,10.0,22.0,107.0,32.0,11.0,452.0
stone,172.0,293.0,257.0,474.0,1522.0,319.0,503.0,301.0,167.0,1642.0,312.0,254.0,274.0,1628.0,1605.0,791.0,259.0,10773.0
stones,17.0,3.0,0.0,5.0,6.0,5.0,4.0,1.0,1.0,128.0,3.0,9.0,2.0,100.0,35.0,24.0,0.0,343.0
stop,46.0,24.0,81.0,84.0,423.0,21.0,30.0,52.0,69.0,100.0,34.0,60.0,63.0,103.0,289.0,109.0,79.0,1667.0
stories,8.0,24.0,6.0,21.0,112.0,6.0,12.0,21.0,7.0,20.0,11.0,27.0,12.0,28.0,177.0,31.0,11.0,534.0
storm,240.0,230.0,213.0,261.0,2844.0,564.0,1000.0,260.0,408.0,575.0,1358.0,296.0,559.0,535.0,2046.0,815.0,103.0,12307.0
stormy,5.0,3.0,9.0,6.0,56.0,13.0,16.0,2.0,24.0,66.0,27.0,5.0,6.0,27.0,38.0,5.0,11.0,319.0
story,1594.0,2205.0,2273.0,3404.0,17019.0,1605.0,2381.0,2897.0,1689.0,4156.0,3418.0,3499.0,3150.0,4594.0,20045.0,7224.0,2198.0,83351.0
storytelle,37.0,30.0,22.0,47.0,278.0,15.0,35.0,37.0,31.0,49.0,48.0,73.0,48.0,49.0,481.0,124.0,32.0,1436.0
storyteller,42.0,176.0,82.0,142.0,761.0,87.0,119.0,162.0,38.0,213.0,163.0,172.0,157.0,207.0,1407.0,331.0,43.0,4302.0
storytelling,57.0,72.0,39.0,62.0,432.0,37.0,65.0,71.0,38.0,80.0,85.0,109.0,75.0,92.0,752.0,194.0,38.0,2298.0
strain,9.0,3.0,5.0,17.0,83.0,4.0,4.0,5.0,7.0,29.0,7.0,13.0,13.0,27.0,58.0,19.0,14.0,317.0
strange,43.0,54.0,63.0,119.0,375.0,60.0,81.0,65.0,108.0,225.0,110.0,91.0,65.0,167.0,400.0,119.0,60.0,2205.0
stranger,14.0,42.0,69.0,72.0,314.0,6.0,9.0,89.0,28.0,52.0,41.0,64.0,91.0,97.0,385.0,173.0,46.0,1592.0
stream,35.0,87.0,75.0,181.0,475.0,63.0,35.0,47.0,33.0,195.0,46.0,114.0,125.0,171.0,489.0,170.0,56.0,2397.0
street,70.0,115.0,653.0,437.0,2457.0,11.0,27.0,317.0,213.0,211.0,22.0,242.0,309.0,599.0,1329.0,825.0,533.0,8370.0
strength,180.0,327.0,348.0,446.0,1894.0,350.0,403.0,427.0,103.0,522.0,633.0,445.0,437.0,670.0,3370.0,930.0,117.0,11602.0
strengthen,15.0,11.0,14.0,28.0,159.0,27.0,29.0,29.0,22.0,36.0,38.0,35.0,35.0,21.0,202.0,52.0,8.0,761.0
stretch,46.0,114.0,74.0,121.0,405.0,41.0,62.0,138.0,47.0,156.0,84.0,80.0,76.0,122.0,623.0,258.0,30.0,2477.0
strike,48.0,24.0,48.0,77.0,400.0,18.0,39.0,60.0,63.0,88.0,48.0,60.0,77.0,118.0,376.0,133.0,111.0,1788.0
string,11.0,21.0,15.0,8.0,102.0,2.0,6.0,3.0,12.0,11.0,10.0,13.0,33.0,31.0,85.0,48.0,15.0,426.0
stroke,17.0,12.0,65.0,42.0,359.0,18.0,32.0,42.0,25.0,40.0,85.0,43.0,45.0,63.0,189.0,85.0,57.0,1219.0
stroll,22.0,4.0,35.0,27.0,152.0,2.0,6.0,7.0,32.0,24.0,5.0,16.0,16.0,34.0,52.0,40.0,69.0,543.0
strong,140.0,133.0,184.0,259.0,1292.0,209.0,277.0,212.0,98.0,379.0,405.0,265.0,239.0,334.0,1720.0,527.0,76.0,6749.0
structure,28.0,26.0,24.0,31.0,238.0,11.0,34.0,65.0,48.0,73.0,21.0,27.0,33.0,61.0,166.0,105.0,42.0,1033.0
struggle,139.0,125.0,303.0,266.0,2068.0,131.0,160.0,428.0,135.0,172.0,205.0,289.0,383.0,292.0,2114.0,750.0,179.0,8139.0
strum,6.0,11.0,8.0,12.0,173.0,0.0,7.0,6.0,6.0,3.0,19.0,4.0,14.0,24.0,61.0,22.0,6.0,382.0
student,14.0,9.0,55.0,43.0,239.0,4.0,17.0,48.0,16.0,17.0,4.0,40.0,82.0,31.0,315.0,106.0,27.0,1067.0
studio,2.0,5.0,31.0,30.0,216.0,0.0,1.0,8.0,20.0,9.0,2.0,8.0,17.0,44.0,70.0,35.0,55.0,553.0
study,81.0,34.0,97.0,79.0,790.0,47.0,93.0,116.0,97.0,108.0,102.0,80.0,140.0,141.0,716.0,247.0,118.0,3086.0
stumble,145.0,171.0,174.0,317.0,1137.0,99.0,130.0,212.0,162.0,464.0,170.0,218.0,196.0,442.0,987.0,446.0,207.0,5677.0
stunning,63.0,36.0,16.0,19.0,261.0,18.0,24.0,22.0,36.0,22.0,43.0,26.0,40.0,63.0,117.0,65.0,83.0,954.0
sturdy,9.0,18.0,4.0,27.0,82.0,5.0,12.0,10.0,18.0,47.0,41.0,21.0,12.0,43.0,101.0,48.0,10.0,508.0
style,2.0,5.0,15.0,7.0,88.0,0.0,0.0,3.0,4.0,1.0,3.0,8.0,21.0,7.0,64.0,18.0,30.0,276.0
su,0.0,0.0,14.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1281.0,0.0,37.0,0.0,1421.0
subside,9.0,22.0,14.0,12.0,135.0,27.0,47.0,27.0,23.0,50.0,68.0,19.0,26.0,29.0,110.0,52.0,8.0,678.0
succeed,7.0,10.0,18.0,20.0,59.0,9.0,11.0,18.0,10.0,24.0,9.0,17.0,16.0,30.0,97.0,28.0,8.0,391.0
success,25.0,14.0,40.0,45.0,263.0,7.0,20.0,27.0,24.0,16.0,19.0,65.0,78.0,34.0,348.0,102.0,69.0,1196.0
sudden,21.0,45.0,40.0,53.0,270.0,41.0,35.0,38.0,29.0,83.0,50.0,41.0,39.0,80.0,236.0,90.0,31.0,1222.0
suddenly,100.0,131.0,208.0,296.0,1204.0,230.0,252.0,152.0,142.0,535.0,319.0,280.0,178.0,427.0,1188.0,334.0,144.0,6120.0
suffer,11.0,15.0,17.0,26.0,142.0,27.0,25.0,34.0,5.0,25.0,26.0,35.0,26.0,28.0,231.0,29.0,7.0,709.0
suggest,50.0,23.0,46.0,50.0,349.0,17.0,31.0,37.0,57.0,35.0,43.0,61.0,53.0,64.0,229.0,119.0,73.0,1337.0
summer,70.0,53.0,57.0,171.0,402.0,4.0,22.0,23.0,162.0,209.0,17.0,32.0,60.0,238.0,90.0,138.0,75.0,1823.0
summit,23.0,55.0,23.0,44.0,178.0,40.0,6.0,16.0,10.0,50.0,19.0,11.0,48.0,112.0,241.0,39.0,15.0,930.0
summon,32.0,10.0,29.0,54.0,124.0,44.0,49.0,35.0,9.0,101.0,71.0,38.0,38.0,81.0,269.0,32.0,21.0,1037.0
sun,694.0,686.0,581.0,882.0,7386.0,717.0,1127.0,1362.0,575.0,1100.0,1634.0,1034.0,1070.0,1472.0,7310.0,2533.0,517.0,30680.0
sunlight,79.0,83.0,102.0,239.0,757.0,92.0,95.0,58.0,73.0,343.0,155.0,204.0,90.0,273.0,637.0,192.0,89.0,3561.0
sunny,27.0,6.0,20.0,37.0,162.0,16.0,21.0,8.0,12.0,25.0,25.0,21.0,24.0,50.0,173.0,52.0,9.0,688.0
sunset,65.0,24.0,34.0,37.0,544.0,25.0,53.0,38.0,38.0,38.0,69.0,48.0,78.0,62.0,263.0,96.0,40.0,1552.0
supply,17.0,40.0,12.0,29.0,265.0,31.0,71.0,62.0,43.0,47.0,95.0,28.0,37.0,52.0,241.0,126.0,20.0,1216.0
support,95.0,35.0,97.0,99.0,1148.0,71.0,105.0,137.0,100.0,56.0,100.0,161.0,235.0,87.0,1216.0,339.0,92.0,4173.0
sure,19.0,4.0,29.0,23.0,157.0,7.0,14.0,10.0,33.0,25.0,20.0,15.0,25.0,35.0,73.0,26.0,29.0,544.0
surely,6.0,2.0,4.0,4.0,53.0,9.0,12.0,5.0,4.0,7.0,16.0,18.0,15.0,18.0,86.0,23.0,4.0,286.0
surface,101.0,84.0,139.0,199.0,1149.0,143.0,319.0,108.0,186.0,435.0,380.0,198.0,157.0,368.0,941.0,330.0,195.0,5432.0
surge,159.0,138.0,246.0,306.0,1329.0,223.0,295.0,234.0,170.0,504.0,426.0,218.0,224.0,382.0,1415.0,422.0,130.0,6821.0
surprise,33.0,30.0,65.0,61.0,289.0,20.0,33.0,37.0,48.0,67.0,49.0,72.0,74.0,77.0,311.0,99.0,62.0,1427.0
surround,248.0,223.0,253.0,456.0,2106.0,245.0,282.0,238.0,228.0,560.0,431.0,391.0,366.0,586.0,1832.0,723.0,324.0,9492.0
surrounding,26.0,17.0,30.0,57.0,189.0,16.0,12.0,23.0,29.0,65.0,29.0,50.0,37.0,66.0,178.0,58.0,53.0,935.0
survey,10.0,2.0,3.0,6.0,89.0,8.0,17.0,5.0,17.0,5.0,20.0,11.0,15.0,6.0,43.0,16.0,6.0,279.0
survival,13.0,10.0,15.0,21.0,152.0,19.0,30.0,30.0,35.0,13.0,56.0,17.0,30.0,27.0,242.0,119.0,5.0,834.0
survive,12.0,10.0,12.0,24.0,106.0,7.0,19.0,22.0,22.0,19.0,34.0,21.0,32.0,16.0,187.0,111.0,10.0,664.0
sustain,5.0,6.0,9.0,14.0,148.0,36.0,45.0,20.0,11.0,33.0,67.0,32.0,32.0,19.0,222.0,55.0,2.0,756.0
sustainability,19.0,1.0,2.0,2.0,149.0,13.0,35.0,4.0,13.0,9.0,34.0,26.0,20.0,5.0,113.0,39.0,5.0,489.0
sustainable,77.0,9.0,13.0,27.0,780.0,89.0,193.0,19.0,59.0,45.0,150.0,107.0,106.0,23.0,836.0,160.0,16.0,2709.0
sustenance,2.0,6.0,3.0,5.0,48.0,13.0,40.0,8.0,2.0,15.0,33.0,27.0,10.0,12.0,129.0,32.0,0.0,385.0
swallow,8.0,15.0,14.0,17.0,84.0,15.0,27.0,27.0,22.0,49.0,46.0,10.0,19.0,29.0,81.0,52.0,8.0,523.0
swam,29.0,2.0,6.0,6.0,434.0,93.0,200.0,6.0,57.0,61.0,229.0,14.0,43.0,40.0,173.0,56.0,12.0,1461.0
sway,70.0,46.0,146.0,154.0,537.0,65.0,87.0,70.0,26.0,151.0,123.0,222.0,104.0,115.0,584.0,189.0,44.0,2733.0
sweep,47.0,59.0,97.0,100.0,426.0,58.0,59.0,90.0,57.0,145.0,88.0,85.0,93.0,146.0,485.0,208.0,43.0,2286.0
sweet,63.0,47.0,86.0,89.0,607.0,50.0,39.0,47.0,35.0,100.0,75.0,133.0,109.0,120.0,526.0,203.0,38.0,2367.0
swell,146.0,148.0,179.0,254.0,1564.0,176.0,257.0,215.0,108.0,264.0,385.0,320.0,293.0,345.0,1705.0,542.0,124.0,7025.0
swim,12.0,0.0,1.0,0.0,131.0,32.0,57.0,1.0,8.0,13.0,54.0,12.0,19.0,22.0,63.0,18.0,3.0,446.0
swing,8.0,5.0,8.0,10.0,79.0,4.0,7.0,4.0,21.0,15.0,7.0,14.0,2.0,15.0,55.0,18.0,14.0,286.0
swirl,94.0,102.0,163.0,211.0,628.0,127.0,137.0,114.0,84.0,383.0,183.0,154.0,117.0,243.0,816.0,206.0,64.0,3826.0
symbol,110.0,162.0,216.0,262.0,1389.0,166.0,218.0,265.0,156.0,301.0,296.0,336.0,288.0,529.0,1676.0,978.0,227.0,7575.0
symbolize,19.0,14.0,49.0,15.0,132.0,8.0,13.0,17.0,9.0,7.0,25.0,58.0,43.0,25.0,144.0,99.0,10.0,687.0
symphony,28.0,29.0,74.0,87.0,454.0,37.0,36.0,33.0,18.0,96.0,51.0,87.0,60.0,99.0,330.0,76.0,66.0,1661.0
são,0.0,0.0,3.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,493.0,0.0,0.0,669.0
table,37.0,7.0,57.0,48.0,285.0,3.0,19.0,25.0,51.0,42.0,17.0,40.0,26.0,81.0,106.0,110.0,91.0,1045.0
tablet,3.0,15.0,7.0,10.0,47.0,6.0,13.0,31.0,3.0,9.0,24.0,17.0,28.0,42.0,30.0,84.0,11.0,380.0
take,395.0,282.0,476.0,668.0,3393.0,286.0,438.0,395.0,370.0,706.0,603.0,562.0,605.0,840.0,2972.0,1126.0,492.0,14609.0
tale,387.0,919.0,629.0,1222.0,4392.0,512.0,715.0,976.0,435.0,1932.0,1145.0,1117.0,944.0,1838.0,6269.0,2130.0,554.0,26116.0
talent,23.0,16.0,41.0,37.0,339.0,5.0,11.0,24.0,28.0,17.0,28.0,60.0,95.0,53.0,383.0,95.0,84.0,1339.0
talented,4.0,9.0,12.0,8.0,92.0,1.0,1.0,1.0,4.0,6.0,3.0,12.0,13.0,12.0,63.0,31.0,18.0,290.0
talisman,1.0,25.0,15.0,11.0,57.0,22.0,31.0,6.0,3.0,17.0,13.0,8.0,3.0,35.0,100.0,13.0,2.0,362.0
talk,52.0,11.0,72.0,64.0,344.0,7.0,24.0,34.0,57.0,42.0,39.0,48.0,73.0,80.0,236.0,117.0,73.0,1373.0
tall,108.0,103.0,148.0,271.0,782.0,61.0,64.0,141.0,68.0,355.0,105.0,227.0,161.0,284.0,1317.0,439.0,116.0,4750.0
tango,0.0,1.0,0.0,0.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,563.0
tapa,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,1.0,0.0,0.0,0.0,373.0
tapestry,183.0,346.0,255.0,463.0,2178.0,153.0,170.0,468.0,117.0,414.0,294.0,448.0,616.0,617.0,2578.0,1032.0,447.0,10779.0
task,18.0,4.0,34.0,19.0,84.0,25.0,36.0,15.0,9.0,55.0,32.0,34.0,35.0,35.0,172.0,44.0,11.0,662.0
taste,7.0,2.0,21.0,13.0,172.0,4.0,3.0,17.0,15.0,7.0,13.0,37.0,24.0,39.0,110.0,46.0,24.0,554.0
tattered,8.0,7.0,12.0,17.0,74.0,1.0,2.0,28.0,13.0,15.0,2.0,10.0,12.0,26.0,73.0,26.0,14.0,340.0
te,75.0,0.0,0.0,27.0,9.0,0.0,153.0,0.0,0.0,4.0,401.0,0.0,0.0,116.0,1.0,0.0,947.0,1733.0
tea,26.0,23.0,142.0,33.0,57.0,0.0,1.0,60.0,16.0,48.0,1.0,7.0,137.0,18.0,72.0,47.0,8.0,696.0
teach,83.0,162.0,158.0,172.0,1352.0,196.0,326.0,154.0,49.0,188.0,484.0,299.0,308.0,218.0,1674.0,420.0,64.0,6307.0
teacher,11.0,10.0,18.0,21.0,121.0,17.0,24.0,18.0,14.0,5.0,39.0,28.0,99.0,19.0,338.0,65.0,6.0,853.0
teaching,6.0,22.0,29.0,18.0,183.0,51.0,56.0,29.0,4.0,25.0,112.0,51.0,64.0,26.0,273.0,55.0,5.0,1009.0
team,29.0,1.0,2.0,7.0,230.0,2.0,9.0,88.0,202.0,7.0,18.0,31.0,31.0,17.0,116.0,144.0,31.0,965.0
tear,147.0,117.0,299.0,389.0,1577.0,115.0,132.0,258.0,149.0,356.0,310.0,283.0,393.0,454.0,1528.0,721.0,213.0,7441.0
technique,6.0,4.0,13.0,15.0,118.0,15.0,22.0,17.0,8.0,2.0,36.0,28.0,56.0,12.0,243.0,67.0,18.0,680.0
teem,15.0,0.0,2.0,4.0,123.0,28.0,41.0,3.0,9.0,7.0,44.0,8.0,18.0,6.0,94.0,16.0,1.0,419.0
tell,208.0,380.0,429.0,541.0,3103.0,291.0,403.0,542.0,224.0,686.0,585.0,608.0,564.0,733.0,3600.0,1211.0,364.0,14472.0
temp,10.0,10.0,9.0,18.0,84.0,21.0,33.0,11.0,15.0,41.0,69.0,5.0,12.0,35.0,70.0,17.0,43.0,503.0
tempest,6.0,3.0,2.0,7.0,69.0,18.0,27.0,13.0,16.0,26.0,47.0,9.0,10.0,24.0,58.0,17.0,0.0,352.0
temple,26.0,10.0,100.0,12.0,194.0,1.0,18.0,154.0,7.0,0.0,2.0,225.0,97.0,120.0,56.0,72.0,7.0,1101.0
tend,28.0,68.0,58.0,89.0,180.0,12.0,4.0,40.0,12.0,57.0,19.0,66.0,73.0,94.0,224.0,213.0,23.0,1260.0
tense,6.0,2.0,21.0,18.0,82.0,5.0,4.0,21.0,9.0,10.0,3.0,11.0,26.0,16.0,107.0,48.0,14.0,403.0
tension,38.0,15.0,113.0,77.0,566.0,39.0,25.0,168.0,62.0,72.0,59.0,69.0,102.0,96.0,552.0,358.0,83.0,2494.0
tent,1.0,8.0,8.0,0.0,32.0,0.0,5.0,49.0,18.0,0.0,1.0,3.0,21.0,4.0,47.0,90.0,4.0,291.0
terrain,16.0,78.0,25.0,16.0,149.0,27.0,6.0,58.0,31.0,43.0,11.0,15.0,49.0,78.0,163.0,70.0,19.0,854.0
test,42.0,95.0,57.0,93.0,313.0,86.0,109.0,118.0,38.0,141.0,166.0,93.0,92.0,150.0,595.0,169.0,22.0,2379.0
testament,105.0,119.0,169.0,248.0,1144.0,123.0,145.0,195.0,106.0,238.0,227.0,239.0,282.0,300.0,1376.0,602.0,163.0,5781.0
text,4.0,3.0,10.0,15.0,27.0,0.0,2.0,35.0,8.0,16.0,1.0,7.0,12.0,38.0,23.0,43.0,35.0,279.0
textile,0.0,21.0,17.0,5.0,244.0,2.0,0.0,43.0,0.0,0.0,4.0,21.0,34.0,14.0,173.0,91.0,2.0,671.0
thank,99.0,57.0,178.0,166.0,732.0,95.0,116.0,61.0,84.0,222.0,108.0,179.0,97.0,176.0,659.0,192.0,150.0,3371.0
thick,131.0,89.0,207.0,336.0,1398.0,182.0,114.0,209.0,134.0,466.0,180.0,283.0,191.0,413.0,1501.0,401.0,134.0,6369.0
thicken,4.0,2.0,8.0,18.0,83.0,9.0,6.0,12.0,8.0,28.0,9.0,20.0,8.0,20.0,74.0,14.0,4.0,327.0
thicket,3.0,10.0,12.0,15.0,48.0,7.0,2.0,2.0,3.0,39.0,2.0,20.0,9.0,26.0,70.0,13.0,8.0,289.0
thin,5.0,37.0,20.0,16.0,96.0,13.0,2.0,7.0,3.0,51.0,6.0,14.0,32.0,40.0,83.0,14.0,18.0,457.0
thing,43.0,23.0,67.0,77.0,293.0,16.0,35.0,27.0,64.0,96.0,44.0,48.0,45.0,72.0,303.0,102.0,63.0,1418.0
think,235.0,104.0,240.0,261.0,1624.0,129.0,210.0,196.0,316.0,357.0,264.0,267.0,282.0,373.0,1344.0,508.0,251.0,6961.0
thirst,4.0,17.0,13.0,9.0,41.0,7.0,4.0,25.0,3.0,16.0,10.0,12.0,19.0,24.0,136.0,31.0,7.0,378.0
thought,173.0,122.0,315.0,282.0,1419.0,89.0,166.0,213.0,184.0,312.0,258.0,239.0,269.0,389.0,1272.0,474.0,261.0,6437.0
thoughtful,6.0,7.0,13.0,9.0,67.0,11.0,8.0,9.0,6.0,13.0,9.0,18.0,13.0,21.0,69.0,32.0,17.0,328.0
thoughtfully,15.0,11.0,17.0,18.0,82.0,10.0,18.0,13.0,15.0,17.0,24.0,23.0,9.0,21.0,105.0,25.0,22.0,445.0
thousand,28.0,10.0,26.0,23.0,97.0,13.0,16.0,21.0,16.0,22.0,28.0,20.0,25.0,33.0,121.0,52.0,12.0,563.0
thread,57.0,179.0,150.0,225.0,883.0,47.0,53.0,214.0,40.0,182.0,113.0,235.0,513.0,299.0,1547.0,603.0,148.0,5488.0
threat,26.0,11.0,35.0,40.0,449.0,37.0,41.0,52.0,32.0,54.0,60.0,57.0,71.0,51.0,355.0,105.0,20.0,1496.0
threaten,69.0,52.0,93.0,156.0,665.0,123.0,168.0,73.0,57.0,216.0,224.0,131.0,125.0,173.0,756.0,199.0,39.0,3319.0
thrill,56.0,44.0,47.0,87.0,418.0,23.0,42.0,45.0,75.0,112.0,95.0,44.0,59.0,131.0,298.0,118.0,102.0,1796.0
thrive,174.0,142.0,160.0,288.0,1511.0,201.0,273.0,219.0,143.0,318.0,350.0,381.0,263.0,299.0,1911.0,583.0,93.0,7309.0
thriving,16.0,5.0,4.0,6.0,82.0,4.0,11.0,18.0,9.0,9.0,10.0,15.0,15.0,10.0,97.0,51.0,6.0,368.0
throat,26.0,11.0,32.0,58.0,171.0,12.0,18.0,36.0,34.0,92.0,23.0,22.0,23.0,65.0,154.0,60.0,43.0,880.0
throng,3.0,6.0,41.0,6.0,73.0,5.0,2.0,15.0,7.0,4.0,1.0,10.0,13.0,13.0,75.0,24.0,14.0,312.0
thrum,4.0,2.0,11.0,11.0,81.0,11.0,9.0,10.0,6.0,25.0,12.0,8.0,9.0,12.0,79.0,20.0,6.0,316.0
thunder,17.0,17.0,34.0,27.0,132.0,25.0,24.0,41.0,17.0,55.0,48.0,27.0,54.0,65.0,226.0,31.0,8.0,848.0
tide,74.0,8.0,52.0,22.0,786.0,178.0,672.0,46.0,121.0,147.0,700.0,74.0,134.0,88.0,648.0,128.0,26.0,3904.0
